id,last_scraped,source,host_id,host_since,host_location,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
6.88E+17,9/15/2022,city scrape,1542713,12/28/2011,"Nashville, TN",t,26,26,t,t,"Nashville, Tennessee, United States",District 21,,36.15438,-86.82102,Entire townhouse,Entire home/apt,12,,4.5 baths,4,5,$524.00 ,3,100,2,4,100,100,3.2,100,,t,0,20,50,319,9/15/2022,1,1,1,8/21/2022,8/21/2022,4,5,5,5,5,5,5,,t,26,26,0,0,1
6.88E+17,9/15/2022,city scrape,1542713,12/28/2011,"Nashville, TN",t,26,26,t,t,"Nashville, Tennessee, United States",District 5,,36.20365,-86.73981,Entire home,Entire home/apt,8,,4 baths,2,4,$166.00 ,3,100,2,4,100,100,3.2,100,,t,17,42,65,340,9/15/2022,0,0,0,,,,,,,,,,,t,26,26,0,0,
6.88E+17,9/15/2022,city scrape,473778743,8/7/2022,,f,1,1,t,t,,District 19,,36.15458,-86.77744,Entire rental unit,Entire home/apt,2,,1 bath,,1,$161.00 ,1,7,1,1,1125,1125,1,1125,,t,10,20,50,228,9/15/2022,4,4,4,8/21/2022,9/9/2022,4,4.75,5,4.75,4.75,5,3.75,,t,1,1,0,0,4
6.88E+17,9/15/2022,city scrape,96331082,9/22/2016,"Nashville, TN",f,1,1,t,t,,District 6,,36.18635,-86.73733,Entire guesthouse,Entire home/apt,2,,1 bath,1,1,$139.00 ,2,29,2,2,29,29,2,29,,t,14,42,72,162,9/15/2022,3,3,3,8/29/2022,9/11/2022,4.67,4.67,4.67,5,5,5,4,,t,1,1,0,0,3
6.89E+17,9/15/2022,city scrape,444064355,2/7/2022,"Nashville, TN",f,2,12,t,t,,District 30,,36.0598,-86.68625,Entire home,Entire home/apt,8,,2 baths,3,3,$130.00 ,5,365,5,20,1125,1125,6.6,1125,,t,7,7,7,7,9/15/2022,2,2,1,8/15/2022,8/22/2022,3,3,2.5,4.5,4,3.5,3,,t,1,1,0,0,1.87
6.89E+17,9/16/2022,city scrape,473948085,8/8/2022,,f,1,1,t,t,"Nashville, Tennessee, United States",District 19,,36.1548886,-86.7754139,Entire rental unit,Entire home/apt,6,,1 bath,1,4,$224.00 ,1,28,1,5,28,1125,3.1,236.5,,t,11,41,71,313,9/16/2022,4,4,4,8/28/2022,9/9/2022,5,5,5,4.75,5,5,5,,t,1,1,0,0,4
6.89E+17,9/15/2022,city scrape,473951253,8/8/2022,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 21,,36.17569,-86.80731,Entire home,Entire home/apt,8,,2 baths,3,4,$99.00 ,2,365,1,3,3,365,1.6,361.7,,t,15,30,60,78,9/15/2022,1,1,1,9/12/2022,9/12/2022,5,5,5,5,5,5,5,,t,1,1,0,0,1
6.89E+17,9/15/2022,city scrape,28196034,2/22/2015,"Nashville, TN",t,26,50,t,t,"Nashville, Tennessee, United States",District 7,,36.20872,-86.73347,Entire condo,Entire home/apt,6,,2 baths,2,3,$226.00 ,2,365,2,3,365,365,2.3,365,,t,7,14,19,23,9/15/2022,0,0,0,,,,,,,,,,,f,22,22,0,0,
6.89E+17,9/16/2022,city scrape,366719656,9/9/2020,"Los Angeles, CA",f,2,2,t,t,,District 19,,36.1548886,-86.7754139,Entire rental unit,Entire home/apt,6,,1 bath,1,3,$264.00 ,1,25,1,1,1125,1125,1,1125,,t,18,44,74,163,9/16/2022,2,2,2,8/20/2022,8/28/2022,4.5,4,5,4,4,5,4.5,,t,1,1,0,0,2
6.89E+17,9/16/2022,city scrape,134126657,6/8/2017,"Sevierville, TN",f,330,466,t,t,,District 19,,36.14755,-86.7823,Entire condo,Entire home/apt,5,,1 bath,1,5,$222.00 ,2,365,2,5,2,365,2.2,21.4,,t,18,44,74,349,9/16/2022,2,2,2,8/30/2022,9/12/2022,3,3,4.5,3,3,3,3,,t,114,114,0,0,2
6.89E+17,9/15/2022,city scrape,85360355,7/22/2016,"Nashville, TN",f,127,257,t,t,"Nashville, Tennessee, United States",District 7,,36.23114,-86.72421,Entire home,Entire home/apt,10,,3 baths,3,6,$156.00 ,1,365,1,4,365,365,1.4,365,,t,14,41,65,340,9/15/2022,2,2,1,8/14/2022,8/22/2022,4.5,4,5,3.5,3.5,5,4.5,,f,127,126,1,0,1.82
6.89E+17,9/15/2022,city scrape,37087916,6/29/2015,United States,f,1,2,t,t,,District 2,,36.19591,-86.78093,Entire home,Entire home/apt,2,,1 bath,1,1,$800.00 ,1,365,1,1,365,365,1,365,,t,15,44,74,348,9/15/2022,0,0,0,,,,,,,,,,,f,1,1,0,0,
6.89E+17,9/16/2022,city scrape,335977682,2/13/2020,"Nashville, TN",t,82,89,t,t,"Nashville, Tennessee, United States",District 17,,36.14584,-86.78384,Entire home,Entire home/apt,12,,4 baths,4,8,$331.00 ,2,14,2,2,1125,1125,2,1125,,t,14,34,56,301,9/16/2022,0,0,0,,,,,,,,,,,t,67,67,0,0,
6.89E+17,9/15/2022,city scrape,26863205,1/28/2015,"Nashville, TN",t,20,20,t,t,"Nashville, Tennessee, United States",District 8,,36.21624,-86.73144,Private room,Private room,1,,2 baths,1,1,$49.00 ,30,365,30,30,365,365,30,365,,t,15,45,75,350,9/15/2022,0,0,0,,,,,,,,,,,t,20,6,14,0,
6.89E+17,9/15/2022,city scrape,472413894,7/30/2022,"Nashville, TN",f,2,3,t,t,"Nashville, Tennessee, United States",District 31,,36.02306,-86.70497,Private room in villa,Private room,1,,1 shared bath,1,1,$61.00 ,1,365,1,1,365,365,1,365,,t,5,5,33,308,9/15/2022,3,3,3,8/20/2022,8/30/2022,5,5,5,5,5,5,5,,t,2,0,2,0,3
6.89E+17,9/16/2022,city scrape,438292059,12/31/2021,"Flushing, MI",t,2,2,t,f,"Nashville, Tennessee, United States",District 19,,36.15409904,-86.77524213,Entire rental unit,Entire home/apt,6,,2 baths,2,3,$248.00 ,1,365,1,3,365,365,1.9,365,,t,19,49,78,78,9/16/2022,0,0,0,,,,,,,,,,,f,2,2,0,0,
6.89E+17,9/15/2022,city scrape,134126657,6/8/2017,"Sevierville, TN",f,330,466,t,t,,District 8,,36.2368,-86.73294,Entire home,Entire home/apt,4,,1 bath,2,2,$181.00 ,2,365,2,5,2,365,2.2,19.2,,t,21,46,76,351,9/15/2022,2,2,2,8/19/2022,8/28/2022,5,5,5,5,5,5,5,,t,114,114,0,0,2
6.89E+17,9/15/2022,city scrape,134126657,6/8/2017,"Sevierville, TN",f,330,466,t,t,,District 9,,36.24456,-86.68549,Entire guesthouse,Entire home/apt,6,,1 bath,2,3,$236.00 ,1,365,1,5,1,365,2,85.2,,t,23,53,83,358,9/15/2022,5,5,4,8/14/2022,9/7/2022,5,4.2,5,4.8,5,4.2,5,,t,114,114,0,0,4.55
6.90E+17,9/16/2022,previous scrape,444796091,2/12/2022,,f,1,1,t,t,,District 2,,36.19336,-86.80132,Private room in rental unit,Private room,2,,1 shared bath,1,1,$95.00 ,1,365,1,1,1125,1125,1,1125,,t,30,60,90,364,9/16/2022,0,0,0,,,,,,,,,,,f,1,0,1,0,
6.90E+17,9/15/2022,city scrape,101426897,10/26/2016,"Nashville, TN",t,193,314,t,t,"Nashville, Tennessee, United States",District 20,,36.15789,-86.87863,Entire townhouse,Entire home/apt,10,,3 baths,3,6,$160.00 ,2,365,2,3,365,365,2.7,365,,t,17,35,64,302,9/15/2022,3,3,2,8/14/2022,8/28/2022,4.67,5,4.67,5,5,5,4.67,,f,178,178,0,0,2.73
6.90E+17,9/15/2022,city scrape,20772148,8/31/2014,"Scottsdale, AZ",f,243,329,t,t,"Nashville, Tennessee, United States",District 21,,36.14713,-86.81618,Entire home,Entire home/apt,5,,1 bath,1,1,$176.00 ,1,365,1,7,365,365,3.8,365,,t,5,32,62,170,9/15/2022,0,0,0,,,,,,,,,,,t,124,124,0,0,
6.90E+17,9/15/2022,city scrape,134126657,6/8/2017,"Sevierville, TN",f,330,466,t,t,,District 21,,36.15822,-86.8058,Entire condo,Entire home/apt,4,,1 bath,1,2,$181.00 ,2,365,2,5,2,365,2.2,25.4,,t,17,47,77,352,9/15/2022,3,3,2,8/12/2022,8/29/2022,3.67,4.33,4.33,2,2.33,4,5,,t,114,114,0,0,2.57
6.90E+17,9/15/2022,city scrape,2442207,5/23/2012,"Nashville, TN",t,25,26,t,t,"Nashville, Tennessee, United States",District 17,,36.13596,-86.77554,Entire home,Entire home/apt,12,,4 baths,4,10,$325.00 ,1,28,2,7,1125,1125,2.5,1125,,t,19,40,67,337,9/15/2022,2,2,2,8/21/2022,9/12/2022,5,5,5,5,5,5,5,,t,25,25,0,0,2
6.90E+17,9/15/2022,city scrape,303766632,10/21/2019,"Bluffton, SC",f,1,1,t,t,"Nashville, Tennessee, United States",District 19,,36.1548886,-86.7754139,Entire rental unit,Entire home/apt,6,,1 bath,1,3,$202.00 ,1,27,1,3,27,27,1.4,27,,t,12,32,61,151,9/15/2022,5,5,4,8/14/2022,9/14/2022,5,5,5,4.8,5,5,5,,f,1,1,0,0,4.55
6.90E+17,9/15/2022,city scrape,20772148,8/31/2014,"Scottsdale, AZ",f,243,329,t,t,"Nashville, Tennessee, United States",District 17,,36.13573,-86.78622,Entire home,Entire home/apt,8,,2.5 baths,3,6,$239.00 ,1,365,1,30,365,365,5.4,365,,t,18,42,65,173,9/15/2022,2,2,2,9/5/2022,9/11/2022,5,5,4,5,5,5,5,,t,124,124,0,0,2
6.90E+17,9/16/2022,previous scrape,303719667,10/21/2019,,t,355,389,t,t,,District 15,,36.21965,-86.70337,Entire condo,Entire home/apt,6,,2 baths,2,4,$389.00 ,4,365,3,4,365,365,4,365,,t,0,0,0,0,9/16/2022,0,0,0,,,,,,,,,,,t,4,3,1,0,
6.90E+17,9/15/2022,city scrape,474309644,8/10/2022,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 28,,36.07865,-86.66997,Private room in home,Private room,2,,1 shared bath,1,1,$69.00 ,1,365,1,1,365,365,1,365,,t,28,50,80,80,9/15/2022,9,9,8,8/14/2022,8/28/2022,4.67,4.78,4.33,4.67,4.56,4.67,4.89,,t,1,0,1,0,8.18
6.90E+17,9/16/2022,city scrape,115505661,2/8/2017,"Nashville, TN",t,93,100,t,t,,District 21,,36.15746,-86.81697,Entire townhouse,Entire home/apt,12,,4 baths,4,14,$417.00 ,2,1125,2,2,1125,1125,2,1125,,t,15,45,75,349,9/16/2022,5,5,4,8/15/2022,9/11/2022,5,5,5,5,5,5,5,,t,91,91,0,0,4.55
6.90E+17,9/15/2022,city scrape,432526901,11/18/2021,"Nashville, TN",t,6,6,t,t,,District 6,,36.16744,-86.76302,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$244.00 ,1,365,1,1,365,365,1,365,,t,22,47,77,352,9/15/2022,1,1,0,8/13/2022,8/13/2022,5,5,5,5,5,5,5,,t,6,6,0,0,0.88
6.90E+17,9/15/2022,city scrape,101426897,10/26/2016,"Nashville, TN",t,193,314,t,t,"Nashville, Tennessee, United States",District 17,,36.13637,-86.7649,Entire townhouse,Entire home/apt,12,,4 baths,4,7,$337.00 ,2,365,2,3,365,365,2.7,365,,t,15,39,66,307,9/15/2022,1,1,1,8/21/2022,8/21/2022,5,5,5,5,5,5,5,,f,178,178,0,0,1
6.90E+17,9/15/2022,city scrape,126174,5/16/2010,"Nashville, TN",f,35,42,t,t,"Nashville, Tennessee, United States",District 2,,36.19655,-86.77743,Entire townhouse,Entire home/apt,8,,3 baths,4,2,$421.00 ,1,365,1,4,365,365,1.4,365,,t,24,54,84,359,9/15/2022,0,0,0,,,,,,,,,,,f,33,33,0,0,
6.91E+17,9/15/2022,city scrape,20772148,8/31/2014,"Scottsdale, AZ",f,243,329,t,t,"Nashville, Tennessee, United States",District 21,,36.14717,-86.81478,Entire home,Entire home/apt,5,,1 bath,1,1,$140.00 ,1,365,1,7,365,365,3.8,365,,t,22,52,82,190,9/15/2022,0,0,0,,,,,,,,,,,t,124,124,0,0,
6.91E+17,9/16/2022,city scrape,2442207,5/23/2012,"Nashville, TN",t,25,26,t,t,"Nashville, Tennessee, United States",District 6,,36.17784,-86.75311,Entire rental unit,Entire home/apt,12,,2 baths,4,7,$177.00 ,1,28,2,7,1125,1125,2.5,1125,,t,19,41,68,342,9/16/2022,1,1,1,9/12/2022,9/12/2022,5,5,5,5,5,5,5,,t,25,25,0,0,1
6.91E+17,9/15/2022,city scrape,20772148,8/31/2014,"Scottsdale, AZ",f,243,329,t,t,"Nashville, Tennessee, United States",District 21,,36.15888,-86.81454,Entire home,Entire home/apt,6,,2.5 baths,2,2,$208.00 ,1,365,1,7,365,365,4.5,365,,t,16,41,67,117,9/15/2022,1,1,1,9/11/2022,9/11/2022,5,5,5,5,5,5,5,,t,124,124,0,0,1
6.91E+17,9/16/2022,previous scrape,109712828,1/3/2017,"Nashville, TN",f,5,6,t,t,"Nashville, Tennessee, United States",District 22,,36.07823,-86.9309,Entire rental unit,Entire home/apt,8,,3 baths,3,3,$165.00 ,30,90,30,30,90,90,30,90,,t,0,0,0,0,9/16/2022,0,0,0,,,,,,,,,,,t,3,3,0,0,
6.91E+17,9/15/2022,city scrape,20772148,8/31/2014,"Scottsdale, AZ",f,243,329,t,t,"Nashville, Tennessee, United States",District 21,,36.14495,-86.81542,Entire home,Entire home/apt,5,,1 bath,1,2,$173.00 ,1,365,1,7,365,365,3.8,365,,t,18,44,74,182,9/15/2022,1,1,1,8/21/2022,8/21/2022,5,5,5,5,5,5,5,,t,124,124,0,0,1
6.91E+17,9/15/2022,city scrape,433543277,11/26/2021,,f,1,1,t,t,"Nashville, Tennessee, United States",District 29,,36.09224,-86.64185,Private room in rental unit,Private room,2,,2 shared baths,3,1,$150.00 ,1,365,1,1,365,365,1,365,,t,30,60,90,365,9/15/2022,0,0,0,,,,,,,,,,,t,1,0,1,0,
6.91E+17,9/15/2022,city scrape,429462310,10/28/2021,"Sanford, NC",f,1,1,t,t,"Nashville, Tennessee, United States",District 19,,36.1502223,-86.7955351,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$220.00 ,1,25,1,1,25,25,1,25,,t,13,33,63,153,9/15/2022,1,1,1,9/12/2022,9/12/2022,5,5,5,5,5,5,5,,f,1,1,0,0,1
6.91E+17,9/15/2022,city scrape,474544380,8/11/2022,,f,1,1,t,t,"Nashville, Tennessee, United States",District 17,,36.13816,-86.78757,Entire townhouse,Entire home/apt,10,,2.5 baths,3,8,$295.00 ,2,29,2,3,29,29,2.6,29,,t,22,51,81,261,9/15/2022,0,0,0,,,,,,,,,,,t,1,1,0,0,
6.91E+17,9/15/2022,city scrape,85360355,7/22/2016,"Nashville, TN",f,127,257,t,t,"Nashville, Tennessee, United States",District 26,,36.08448,-86.73272,Entire home,Entire home/apt,10,,3 baths,3,6,$164.00 ,1,365,1,4,365,365,1.4,365,,t,12,35,62,322,9/15/2022,3,3,2,8/14/2022,8/22/2022,5,4.67,4.67,4,5,4.67,4.67,,f,127,126,1,0,2.73
6.91E+17,9/15/2022,city scrape,258656686,4/28/2019,"Fort Lauderdale, FL",f,1,1,t,t,,District 8,,36.25432633,-86.74036603,Private room in townhouse,Private room,2,,1 shared bath,1,1,$84.00 ,1,1125,1,2,1125,1125,1.1,1125,,t,22,45,75,350,9/15/2022,2,2,2,8/20/2022,9/4/2022,5,5,5,5,5,5,5,,t,1,0,1,0,2
6.91E+17,9/15/2022,city scrape,20772148,8/31/2014,"Scottsdale, AZ",f,243,329,t,t,"Nashville, Tennessee, United States",District 21,,36.14504,-86.81648,Entire home,Entire home/apt,5,,1 bath,1,2,$167.00 ,1,365,1,7,365,365,3.7,365,,t,23,53,83,193,9/15/2022,2,2,2,8/22/2022,9/5/2022,4.5,5,5,3,3,5,5,,t,124,124,0,0,2
6.91E+17,9/15/2022,city scrape,20772148,8/31/2014,"Scottsdale, AZ",f,243,329,t,t,"Nashville, Tennessee, United States",District 21,,36.14675,-86.81385,Entire home,Entire home/apt,5,,1 bath,1,2,$175.00 ,1,365,1,7,365,365,3.8,365,,t,19,49,79,187,9/15/2022,0,0,0,,,,,,,,,,,t,124,124,0,0,
6.91E+17,9/16/2022,city scrape,6969443,6/17/2013,"Nashville, TN",t,2,7,t,t,,District 19,,36.15379801,-86.77535746,Entire rental unit,Entire home/apt,6,,2 baths,2,3,$461.00 ,1,365,1,2,365,365,1.4,365,,t,13,26,55,55,9/16/2022,1,1,1,9/11/2022,9/11/2022,4,5,5,4,5,5,5,,f,2,2,0,0,1
6.91E+17,9/15/2022,city scrape,148140459,8/28/2017,"San Diego, CA",f,1,1,t,f,,District 17,,36.12392,-86.74778,Entire home,Entire home/apt,12,,3 baths,3,5,$237.00 ,30,365,3,30,365,365,28.9,365,,t,4,8,25,300,9/15/2022,0,0,0,,,,,,,,,,,t,1,1,0,0,
6.91E+17,9/16/2022,previous scrape,303719667,10/21/2019,,t,355,389,t,t,"Nashville, Tennessee, United States",District 15,,36.21937,-86.70387,Entire condo,Entire home/apt,4,,1 bath,1,2,$299.00 ,3,365,3,3,365,365,3,365,,t,0,0,0,0,9/16/2022,0,0,0,,,,,,,,,,,t,4,3,1,0,
6.92E+17,9/15/2022,city scrape,78739723,6/20/2016,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 15,,36.15736,-86.71325,Entire home,Entire home/apt,4,,1 bath,2,2,$161.00 ,2,90,2,2,90,90,2,90,,t,16,43,73,344,9/15/2022,3,3,3,8/21/2022,9/12/2022,5,4.67,5,5,5,5,4.67,,f,1,1,0,0,3
6.92E+17,9/16/2022,previous scrape,303719667,10/21/2019,,t,355,389,t,t,"Nashville, Tennessee, United States",District 15,,36.21909,-86.70434,Entire condo,Entire home/apt,4,,1 bath,1,2,$199.00 ,3,365,3,3,365,365,3,365,,t,0,0,0,0,9/16/2022,0,0,0,,,,,,,,,,,t,4,3,1,0,
6.92E+17,9/15/2022,city scrape,363650796,8/21/2020,,f,2,3,t,f,,District 19,,36.15178,-86.75777,Entire home,Entire home/apt,10,,3.5 baths,4,4,$270.00 ,2,365,1,3,365,365,2.3,365,,t,19,41,71,305,9/15/2022,0,0,0,,,,,,,,,,,t,2,2,0,0,
6.92E+17,9/15/2022,city scrape,432526901,11/18/2021,"Nashville, TN",t,6,6,t,t,,District 6,,36.1665,-86.76099,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$253.00 ,1,365,1,1,365,365,1,365,,t,28,56,86,361,9/15/2022,0,0,0,,,,,,,,,,,t,6,6,0,0,
6.92E+17,9/15/2022,city scrape,335977682,2/13/2020,"Nashville, TN",t,82,89,t,t,,District 19,,36.16966,-86.79713,Entire home,Entire home/apt,8,,3 baths,3,4,$240.00 ,2,14,2,2,1125,1125,2,1125,,t,16,37,67,342,9/15/2022,1,1,1,8/28/2022,8/28/2022,5,5,5,5,5,5,5,,t,67,67,0,0,1
6.92E+17,9/15/2022,city scrape,224851351,11/8/2018,"Nashville, TN",f,53,101,t,t,"Nashville, Tennessee, United States",District 6,,36.17706,-86.75116,Entire rental unit,Entire home/apt,8,,2 baths,3,4,$218.00 ,2,365,1,2,2,365,2,142.7,,t,11,27,41,246,9/15/2022,0,0,0,,,,,,,,,,,t,52,51,1,0,
6.92E+17,9/15/2022,city scrape,224851351,11/8/2018,"Nashville, TN",f,53,101,t,t,"Nashville, Tennessee, United States",District 6,,36.17872,-86.74994,Entire rental unit,Entire home/apt,10,,3.5 baths,4,5,$248.00 ,2,365,1,2,2,365,2,182,,t,29,59,89,306,9/15/2022,4,4,4,8/21/2022,8/22/2022,4.5,4.75,4.5,4.5,4.25,4.5,4.75,,t,52,51,1,0,4
6.92E+17,9/15/2022,city scrape,458946727,5/13/2022,,t,16,18,t,t,"Nashville, Tennessee, United States",District 5,,36.19362,-86.75639,Entire townhouse,Entire home/apt,12,,3.5 baths,4,9,$165.00 ,2,28,1,3,1125,1125,2.3,1125,,t,18,36,66,328,9/15/2022,0,0,0,,,,,,,,,,,f,16,16,0,0,
6.92E+17,9/15/2022,city scrape,20772148,8/31/2014,"Scottsdale, AZ",f,243,329,t,t,"Nashville, Tennessee, United States",District 5,,36.1944,-86.77082,Entire home,Entire home/apt,10,,2 baths,3,4,$232.00 ,1,365,2,7,365,365,4.5,365,,t,20,47,72,180,9/15/2022,3,3,3,9/5/2022,9/12/2022,4.67,4.67,5,5,5,5,4.67,,t,124,124,0,0,3
6.93E+17,9/15/2022,city scrape,54919654,1/16/2016,"Washington, DC",f,1,1,t,f,,District 2,,36.2291,-86.76683,Entire home,Entire home/apt,8,,1 bath,1,3,$120.00 ,30,365,30,30,365,365,30,365,,t,30,60,90,365,9/15/2022,0,0,0,,,,,,,,,,,t,1,1,0,0,
6.93E+17,9/15/2022,city scrape,31549142,4/19/2015,"Nashville, TN",f,24,24,t,t,"Nashville, Tennessee, United States",District 5,,36.17788,-86.7582,Entire townhouse,Entire home/apt,12,,5 baths,4,9,$461.00 ,1,365,1,1,365,365,1,365,,t,16,31,54,326,9/15/2022,2,2,2,8/22/2022,9/4/2022,5,5,5,5,5,5,5,,t,24,24,0,0,2
6.94E+17,9/15/2022,city scrape,74613311,5/29/2016,"Nashville, TN",t,4,4,t,t,"Nashville, Tennessee, United States",District 26,,36.0788911,-86.7335629,Entire home,Entire home/apt,6,,2 baths,3,3,$242.00 ,1,365,1,3,365,365,1.9,365,,t,4,23,48,194,9/15/2022,0,0,0,,,,,,,,,,,f,4,4,0,0,
6.94E+17,9/15/2022,city scrape,212031275,8/27/2018,"Nashville, TN",f,1,3,t,t,"Nashville, Tennessee, United States",District 6,,36.1710925,-86.7609832,Entire bungalow,Entire home/apt,4,,1 bath,2,3,$251.00 ,2,7,2,2,7,7,2,7,,t,2,22,44,44,9/15/2022,0,0,0,,,,,,,,,,,f,1,1,0,0,
6.94E+17,9/15/2022,city scrape,377884364,12/2/2020,,f,1,1,t,f,,District 19,,36.16424,-86.79263,Entire rental unit,Entire home/apt,6,,1 bath,1,3,$220.00 ,2,30,2,2,1125,1125,2,1125,,t,16,30,30,41,9/15/2022,0,0,0,,,,,,,,,,,t,1,1,0,0,
6.94E+17,9/15/2022,city scrape,155291785,10/19/2017,"Nashville, TN",f,2,2,t,t,"Nashville, Tennessee, United States",District 14,,36.1653704,-86.6194355,Private room in home,Private room,2,,1 private bath,1,1,$61.00 ,1,2,1,1,1125,1125,1,1125,,t,0,24,49,320,9/15/2022,6,6,6,8/20/2022,9/13/2022,5,5,5,5,5,5,4.83,,t,2,1,1,0,6
6.94E+17,9/15/2022,city scrape,80557350,6/28/2016,"Nashville, TN",f,1,1,t,f,"Nashville, Tennessee, United States",District 7,,36.2041578,-86.7218713,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$65.00 ,11,93,11,11,1125,1125,11,1125,,t,0,0,16,16,9/15/2022,0,0,0,,,,,,,,,,,t,1,1,0,0,
6.94E+17,9/15/2022,city scrape,396784850,4/13/2021,"Torrance, CA",f,755,913,t,f,,District 7,,36.22715,-86.7249,Entire condo,Entire home/apt,7,,2 baths,2,3,$104.00 ,1,365,1,7,49,365,3,360.1,,t,8,37,67,342,9/15/2022,0,0,0,,,,,,,,,,,t,48,48,0,0,
6.94E+17,9/15/2022,city scrape,396784850,4/13/2021,"Torrance, CA",f,755,913,t,f,,District 21,,36.16752,-86.81408,Entire townhouse,Entire home/apt,10,,3.5 baths,3,3,$159.00 ,1,365,1,7,47,365,3,361.4,,t,13,42,69,341,9/15/2022,1,1,1,8/27/2022,8/27/2022,5,5,5,5,5,5,5,,t,48,48,0,0,1
6.94E+17,9/15/2022,city scrape,335977682,2/13/2020,"Nashville, TN",t,82,89,t,t,,District 19,,36.17035,-86.79844,Entire home,Entire home/apt,8,,3.5 baths,3,3,$239.00 ,2,182,2,2,1125,1125,2,1125,,t,15,32,61,328,9/15/2022,2,2,2,8/22/2022,8/28/2022,5,5,5,5,5,4.5,5,,t,67,67,0,0,2
6.94E+17,9/16/2022,city scrape,258084961,4/25/2019,"Nashville, TN",f,2,2,t,f,"Nashville, Tennessee, United States",District 19,,36.15519505,-86.77576452,Entire rental unit,Entire home/apt,8,,2 baths,2,3,$368.00 ,1,29,1,1,29,29,1,29,,t,11,26,56,82,9/16/2022,1,1,1,8/28/2022,8/28/2022,5,5,5,5,5,5,5,,t,1,1,0,0,1
6.94E+17,9/15/2022,city scrape,475167303,8/15/2022,,f,1,1,t,t,"Nashville, Tennessee, United States",District 19,,36.14771,-86.78035,Entire condo,Entire home/apt,6,,1 bath,1,4,$197.00 ,2,365,2,2,365,365,2,365,,t,16,39,69,343,9/15/2022,0,0,0,,,,,,,,,,,f,1,1,0,0,
6.94E+17,9/15/2022,city scrape,416033925,7/30/2021,"Nashville, TN",t,7,8,t,t,"Nashville, Tennessee, United States",District 18,,36.1368511,-86.7962125,Entire condo,Entire home/apt,8,,2 baths,2,3,$210.00 ,1,365,1,199,365,365,24.4,365,,t,6,25,55,327,9/15/2022,1,1,1,8/28/2022,8/28/2022,5,5,5,5,5,5,5,,t,7,7,0,0,1
6.94E+17,9/15/2022,city scrape,20772148,8/31/2014,"Scottsdale, AZ",f,243,329,t,t,"Nashville, Tennessee, United States",District 18,,36.13441,-86.80469,Entire home,Entire home/apt,12,,3 baths,4,7,$299.00 ,1,365,1,7,365,365,4.5,365,,t,17,39,69,179,9/15/2022,0,0,0,,,,,,,,,,,t,124,124,0,0,
6.94E+17,9/15/2022,city scrape,103564594,11/13/2016,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 33,,36.00063,-86.64005,Entire home,Entire home/apt,6,,3 baths,3,3,$208.00 ,1,7,1,1,7,7,1,7,,t,0,0,23,284,9/15/2022,0,0,0,,,,,,,,,,,f,1,1,0,0,
6.95E+17,9/15/2022,city scrape,591142,5/15/2011,"Nashville, TN",f,1,2,t,f,"Nashville, Tennessee, United States",District 19,,36.17939,-86.79957,Entire home,Entire home/apt,6,,2 baths,3,3,$401.00 ,3,28,3,3,1125,1125,3,1125,,t,25,44,74,162,9/15/2022,3,3,3,9/10/2022,9/12/2022,5,5,5,5,5,5,5,,f,1,1,0,0,3
6.95E+17,9/16/2022,city scrape,474157056,8/9/2022,,f,1,1,t,t,,District 19,,36.15683,-86.78829,Entire rental unit,Entire home/apt,3,,1 bath,1,1,$229.00 ,1,365,1,1,365,365,1,365,,t,14,27,49,135,9/16/2022,3,3,3,8/28/2022,9/4/2022,4.67,4.67,5,3.33,5,5,4.33,,t,1,1,0,0,3
6.95E+17,9/15/2022,city scrape,35208416,6/7/2015,"Nashville, TN",f,5,9,t,t,,District 2,,36.20402,-86.78235,Entire home,Entire home/apt,8,,2 baths,4,4,$192.00 ,29,365,29,29,365,365,29,365,,t,29,59,89,364,9/15/2022,0,0,0,,,,,,,,,,,t,5,5,0,0,
