id,last_scraped,source,host_id,host_since,host_location,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
38433720,9/15/2022,city scrape,28025309,2/19/2015,"Nashville, TN",t,2,2,t,t,"Nashville, Tennessee, United States",District 19,,36.17566,-86.78222,Entire condo,Entire home/apt,6,,1.5 baths,2,3,$260.00 ,2,29,2,2,29,29,2,29,,t,3,26,56,56,9/15/2022,173,66,6,9/15/2019,9/1/2022,4.87,4.9,4.84,4.95,4.96,4.83,4.79,,f,2,2,0,0,4.73
38438751,9/15/2022,city scrape,223345462,10/30/2018,"Nashville, TN",t,3,4,t,f,"Nashville, Tennessee, United States",District 19,,36.16806,-86.80179,Entire home,Entire home/apt,10,,2 baths,3,5,$222.00 ,1,21,1,2,21,1125,1.3,1075,,t,8,24,44,307,9/15/2022,85,25,4,9/22/2019,9/12/2022,4.87,4.89,4.81,4.94,4.95,4.24,4.86,,t,3,3,0,0,2.34
38458295,9/15/2022,city scrape,150996396,9/17/2017,,t,1,2,t,f,"Nashville, Tennessee, United States",District 6,,36.18646,-86.72618,Entire home,Entire home/apt,4,,1 bath,1,3,$97.00 ,2,28,2,2,1125,1125,2,1125,,t,10,23,44,132,9/15/2022,50,39,2,6/19/2021,8/28/2022,4.96,4.96,4.9,4.98,4.98,4.88,4.88,,t,1,1,0,0,3.3
38461435,9/15/2022,city scrape,223345462,10/30/2018,"Nashville, TN",t,3,4,t,f,"Nashville, Tennessee, United States",District 19,,36.16777,-86.80016,Entire home,Entire home/apt,16,,4 baths,6,10,$441.00 ,1,21,1,2,21,1125,1.3,1075,,t,4,16,36,300,9/15/2022,31,18,0,12/1/2019,8/7/2022,4.84,4.87,4.74,5,5,4.35,4.81,,t,3,3,0,0,0.91
38461533,9/15/2022,city scrape,1382253,11/7/2011,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 21,,36.1559,-86.83417,Entire home,Entire home/apt,10,,2.5 baths,3,6,$270.00 ,1,1125,1,2,1125,1125,1.3,1125,,t,16,30,51,51,9/15/2022,10,10,2,7/18/2022,9/11/2022,5,5,5,5,5,5,5,,t,1,1,0,0,5
38491975,9/15/2022,previous scrape,291090128,9/2/2019,"Nashville, TN",f,1,1,t,f,,District 2,,36.21511,-86.82154,Entire home,Entire home/apt,8,,2 baths,3,3,$275.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,0,0,0,9/15/2022,4,0,0,10/6/2019,11/11/2019,5,5,5,5,5,4.75,5,,t,1,1,0,0,0.11
38492922,9/16/2022,city scrape,293530741,9/9/2019,,t,1,1,t,t,"Nashville, Tennessee, United States",District 19,,36.15445,-86.77513,Entire rental unit,Entire home/apt,8,,2 baths,2,3,$358.00 ,2,30,2,3,1125,1125,2.1,1125,,t,9,22,49,133,9/16/2022,128,52,2,9/27/2019,8/28/2022,4.84,4.85,4.58,4.85,4.91,4.96,4.73,,f,1,1,0,0,3.54
38493244,9/15/2022,city scrape,83939501,7/15/2016,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 7,,36.18844,-86.71527,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$115.00 ,2,1125,1,2,1125,1125,1.4,1125,,t,0,2,14,276,9/15/2022,109,29,4,9/15/2019,9/11/2022,4.8,4.85,4.76,4.93,4.94,4.84,4.75,,t,1,1,0,0,2.98
38494269,9/15/2022,city scrape,34316903,5/26/2015,"Nashville, TN",t,10,12,t,t,"Nashville, Tennessee, United States",District 19,,36.15013,-86.79308,Entire condo,Entire home/apt,4,,1 bath,1,2,$287.00 ,2,1125,2,3,1125,1125,2,1125,,t,11,24,52,232,9/15/2022,89,47,2,9/22/2019,9/5/2022,5,5,4.98,4.98,4.97,4.93,4.91,,f,10,10,0,0,2.45
38518469,9/15/2022,city scrape,171176713,2/1/2018,"Nashville, TN",t,11,11,t,t,"Nashville, Tennessee, United States",District 19,,36.15244,-86.78538,Entire loft,Entire home/apt,4,,1 bath,,2,$182.00 ,2,365,1,2,365,365,1.3,365,,t,4,20,46,133,9/15/2022,122,63,6,9/29/2019,9/11/2022,4.89,4.9,4.89,4.89,4.92,4.96,4.79,,f,11,11,0,0,3.38
38539156,9/15/2022,city scrape,36393087,6/21/2015,"Brentwood, TN",t,9,14,t,t,"Nashville, United States",District 5,,36.204441,-86.743881,Entire condo,Entire home/apt,10,,3.5 baths,3,7,$283.00 ,1,365,1,3,1125,1125,2.2,1125,,t,5,30,60,150,9/15/2022,37,6,0,9/23/2019,8/9/2022,4.95,4.92,4.97,4.92,4.89,4.84,4.78,,t,4,4,0,0,1.02
38547273,9/15/2022,city scrape,205597402,7/27/2018,"Nashville, TN",t,10,10,t,t,"Nashville, Tennessee, United States",District 17,,36.138737,-86.79361,Entire rental unit,Entire home/apt,2,,1 bath,1,2,$125.00 ,1,1125,1,1,1125,1125,1,1125,,t,14,31,61,61,9/15/2022,182,68,8,9/15/2019,9/11/2022,4.91,4.95,4.88,4.96,4.95,4.92,4.86,,f,10,10,0,0,4.98
38574170,9/15/2022,city scrape,85360355,7/22/2016,"Nashville, TN",f,127,257,t,t,"Nashville, Tennessee, United States",District 5,,36.20422,-86.74337,Entire home,Entire home/apt,10,,3 baths,3,9,$199.00 ,1,365,1,4,365,365,1.4,365,,t,12,37,60,327,9/15/2022,71,40,0,9/23/2019,8/15/2022,4.55,4.69,4.31,4.82,4.76,4.59,4.61,,f,127,126,1,0,1.96
38574477,9/15/2022,city scrape,252995201,4/3/2019,"Nashville, TN",f,2,2,t,f,"Nashville, Tennessee, United States",District 15,,36.20356,-86.6786,Entire rental unit,Entire home/apt,2,,1 bath,1,2,$193.00 ,2,31,2,2,1125,1125,2,1125,,t,14,40,70,170,9/15/2022,25,16,1,9/15/2019,8/19/2022,5,5,5,5,4.96,4.88,4.92,,f,2,2,0,0,0.68
38575189,9/16/2022,city scrape,7894194,8/2/2013,"Nashville, TN",f,15,17,t,t,"Nashville, Tennessee, United States",District 21,,36.15104,-86.80428,Entire rental unit,Entire home/apt,3,,1 bath,,1,$93.00 ,1,30,1,2,1125,1125,1.1,1125,,t,10,26,56,132,9/16/2022,290,106,6,9/30/2019,9/1/2022,4.73,4.84,4.78,4.94,4.87,4.76,4.74,,t,15,15,0,0,8.03
38575266,9/16/2022,city scrape,103365676,11/11/2016,"Nashville, TN",t,57,57,t,t,"Nashville, Tennessee, United States",District 19,,36.16372,-86.78087,Entire rental unit,Entire home/apt,8,,2 baths,2,5,$551.00 ,1,90,1,1,90,1125,1,1092.2,,t,11,25,53,321,9/16/2022,153,62,6,10/13/2019,9/11/2022,4.82,4.81,4.67,4.9,4.85,4.97,4.68,,t,56,56,0,0,4.29
38580261,9/15/2022,city scrape,27614722,2/11/2015,"Nashville, TN",f,2,2,t,t,"Nashville, Tennessee, United States",District 19,,36.17148,-86.79224,Entire home,Entire home/apt,10,,2.5 baths,3,3,$258.00 ,2,30,1,3,1125,1125,2.2,1125,,t,17,35,62,150,9/15/2022,115,55,3,11/14/2019,9/11/2022,4.93,4.96,4.83,4.97,4.97,4.86,4.83,,f,1,1,0,0,3.33
38582862,9/16/2022,city scrape,103365676,11/11/2016,"Nashville, TN",t,57,57,t,t,"Nashville, Tennessee, United States",District 19,,36.16372,-86.78087,Entire rental unit,Entire home/apt,6,,1 bath,2,3,$367.00 ,1,90,1,1,90,1125,1,1101.6,,t,7,24,50,324,9/16/2022,147,67,4,10/14/2019,9/9/2022,4.71,4.7,4.69,4.8,4.86,4.9,4.59,,t,56,56,0,0,4.13
38582871,9/16/2022,city scrape,103365676,11/11/2016,"Nashville, TN",t,57,57,t,t,"Nashville, Tennessee, United States",District 19,,36.16372,-86.78087,Entire rental unit,Entire home/apt,7,,2 baths,2,4,$425.00 ,1,90,1,1,90,1125,1,1085.2,,t,12,29,59,327,9/16/2022,169,62,5,10/12/2019,9/11/2022,4.77,4.81,4.72,4.81,4.83,4.96,4.67,,t,56,56,0,0,4.73
38600592,9/15/2022,city scrape,65532217,4/2/2016,"Nashville, TN",t,1,2,t,t,"Nashville, Tennessee, United States",District 25,,36.11114,-86.78954,Entire guesthouse,Entire home/apt,4,,1 bath,1,2,$86.00 ,2,18,2,3,1125,1125,2.6,1125,,t,3,16,38,38,9/15/2022,84,39,2,10/13/2019,8/29/2022,4.85,4.9,4.74,4.95,4.96,4.9,4.86,,f,1,1,0,0,2.36
38600886,9/15/2022,city scrape,159734923,11/22/2017,,t,3,3,t,f,"Nashville, Tennessee, United States",District 30,,36.07699,-86.7152,Entire home,Entire home/apt,12,,3 baths,4,10,$460.00 ,2,1125,2,2,1125,1125,2,1125,,t,13,33,59,300,9/15/2022,46,18,1,10/20/2019,9/5/2022,4.85,4.89,4.78,5,5,4.7,4.8,,f,3,3,0,0,1.3
38602517,9/15/2022,city scrape,83188750,7/11/2016,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 5,,36.18434,-86.75397,Entire townhouse,Entire home/apt,4,,2.5 baths,2,2,$163.00 ,3,1125,3,3,1125,1125,3,1125,,t,3,7,20,20,9/15/2022,93,37,1,9/22/2019,8/22/2022,5,5,4.98,4.98,4.99,4.94,4.92,,t,1,1,0,0,2.56
38603027,9/15/2022,city scrape,1445093,11/26/2011,"Nashville, TN",t,16,21,t,t,"Nashville, Tennessee, United States",District 21,,36.15794,-86.8156,Entire townhouse,Entire home/apt,10,,2.5 baths,3,10,$198.00 ,30,1125,2,3,1125,1125,2.5,1125,,t,17,36,66,341,9/15/2022,77,35,3,10/24/2019,9/11/2022,4.83,4.75,4.65,4.97,4.91,4.74,4.84,,f,16,16,0,0,2.18
38604457,9/16/2022,city scrape,224851351,11/8/2018,"Nashville, TN",f,53,101,t,t,"Nashville, Tennessee, United States",District 21,,36.1501,-86.80615,Entire rental unit,Entire home/apt,6,,1 bath,2,3,$267.00 ,2,1125,1,2,1,365,2,173.2,,t,15,38,68,342,9/16/2022,51,28,1,10/2/2019,8/29/2022,4.61,4.8,4.63,4.75,4.49,4.75,4.61,,t,52,51,1,0,1.42
38604798,9/15/2022,city scrape,224851351,11/8/2018,"Nashville, TN",f,53,101,t,t,"Nashville, Tennessee, United States",District 21,,36.15072,-86.80498,Entire rental unit,Entire home/apt,6,,1 bath,2,3,$250.00 ,2,1125,1,2,1,365,2,204.3,,t,28,58,88,363,9/15/2022,109,52,3,9/27/2019,8/30/2022,4.69,4.76,4.57,4.78,4.72,4.77,4.68,,t,52,51,1,0,3.01
38608424,9/15/2022,previous scrape,4988620,2/6/2013,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 6,,36.18279,-86.71413,Entire home,Entire home/apt,4,,1 bath,1,1,$104.00 ,300,300,300,300,1125,1125,300,1125,,t,28,58,88,178,9/15/2022,8,0,0,10/15/2019,3/11/2020,5,5,5,5,5,5,4.88,,t,1,1,0,0,0.22
38626362,9/15/2022,city scrape,35100052,6/5/2015,"Nashville, TN",t,7,12,t,t,"Nashville, Tennessee, United States",District 5,,36.20611,-86.73725,Entire guest suite,Entire home/apt,4,,1 bath,2,2,$91.00 ,1,1125,1,1,1125,1125,1,1125,,t,11,36,53,53,9/15/2022,153,91,3,6/14/2020,9/8/2022,4.74,4.81,4.83,4.88,4.9,4.52,4.75,,f,6,6,0,0,5.57
38664631,9/15/2022,city scrape,174285435,2/19/2018,"Nashville, TN",t,1,1,t,f,"Nashville, Tennessee, United States",District 24,,36.13913,-86.8405,Entire home,Entire home/apt,12,,3 baths,4,9,$407.00 ,2,1125,2,2,1125,1125,2,1125,,t,7,24,42,234,9/15/2022,69,29,1,12/1/2019,8/28/2022,4.96,4.96,4.94,4.99,4.91,4.99,4.93,,t,1,1,0,0,2.03
38673631,9/16/2022,city scrape,149105487,9/4/2017,"Murfreesboro, TN",t,5,8,t,t,"Nashville, Tennessee, United States",District 19,,36.15438,-86.77602,Entire rental unit,Entire home/apt,5,,1 bath,1,2,$200.00 ,1,1125,1,2,1125,1125,1.1,1125,,t,8,21,51,127,9/16/2022,150,65,2,9/29/2019,8/28/2022,4.79,4.87,4.84,4.77,4.93,4.96,4.71,,t,5,5,0,0,4.15
38674099,9/15/2022,city scrape,20827071,9/1/2014,"Nashville, TN",t,13,17,t,t,"Nashville, Tennessee, United States",District 5,,36.18226,-86.76982,Entire home,Entire home/apt,8,,2 baths,3,4,$203.00 ,1,1125,1,2,1,1125,1.4,1064.1,,t,14,38,68,68,9/15/2022,72,27,0,9/29/2019,8/14/2022,4.94,4.97,4.9,4.96,5,4.65,4.86,,t,8,5,3,0,1.99
38674198,9/15/2022,city scrape,158325263,11/11/2017,"Nashville, TN",f,2,2,t,t,"Nashville, Tennessee, United States",District 6,,36.17071,-86.76268,Entire home,Entire home/apt,6,,1 bath,2,4,$100.00 ,30,1125,30,30,1125,1125,30,1125,,t,9,39,69,344,9/15/2022,4,1,0,8/23/2020,12/4/2021,4.25,4.25,4.25,4.75,4,4,4,,t,2,2,0,0,0.16
38699384,9/15/2022,previous scrape,121235121,3/17/2017,United States,f,603,1235,t,f,"Antioch, Tennessee, United States",District 32,,36.03606,-86.67447,Entire home,Entire home/apt,10,,2 baths,4,5,$135.00 ,2,1125,2,3,1125,1125,2.4,1125,,t,0,0,0,0,9/15/2022,8,0,0,9/29/2019,8/30/2020,4.5,4.38,4.75,5,5,4.88,4.75,,t,28,28,0,0,0.22
38705029,9/16/2022,city scrape,29474549,3/16/2015,"Franklin, TN",t,5,9,t,t,"Nashville, Tennessee, United States",District 21,,36.15828,-86.81692,Entire townhouse,Entire home/apt,10,,3.5 baths,3,10,$545.00 ,2,29,2,2,29,29,2,29,,t,19,47,77,344,9/16/2022,49,20,3,10/6/2019,9/11/2022,4.98,4.98,4.88,5,4.96,4.88,4.94,,f,1,1,0,0,1.36
38705587,9/15/2022,city scrape,3324376,8/21/2012,"Los Angeles, CA",f,138,213,t,t,"Nashville, Tennessee, United States",District 19,,36.16377,-86.80243,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$104.00 ,1,1125,1,10,1125,1125,7.7,1125,,t,3,30,60,335,9/15/2022,67,33,0,9/23/2019,8/14/2022,4.52,4.67,4.82,4.39,4.55,4.07,4.51,,t,33,33,0,0,1.85
38719402,9/15/2022,city scrape,115505661,2/8/2017,"Nashville, TN",t,93,100,t,t,"Nashville, Tennessee, United States",District 17,,36.1455,-86.78384,Entire home,Entire home/apt,12,,4 baths,4,16,$603.00 ,2,1125,2,8,1125,1125,3.3,1125,,t,5,19,45,268,9/15/2022,64,29,4,12/8/2019,9/1/2022,4.73,4.83,4.47,4.88,4.84,4.88,4.8,,t,91,91,0,0,1.9
38720598,9/15/2022,city scrape,3324376,8/21/2012,"Los Angeles, CA",f,138,213,t,t,"Nashville, Tennessee, United States",District 19,,36.16384,-86.80221,Entire rental unit,Entire home/apt,6,,1 bath,2,3,$142.00 ,2,1125,1,10,1125,1125,7.7,1125,,t,21,51,81,356,9/15/2022,29,9,1,9/28/2019,8/20/2022,4,4.03,4.38,4.14,4.17,3.41,3.9,,t,33,33,0,0,0.8
38723091,9/15/2022,city scrape,3324376,8/21/2012,"Los Angeles, CA",f,138,213,t,t,"Nashville, Tennessee, United States",District 19,,36.16423,-86.80169,Entire rental unit,Entire home/apt,6,,1 bath,2,3,$122.00 ,2,1125,1,10,1125,1125,7.7,1125,,t,9,23,53,328,9/15/2022,74,34,0,9/22/2019,8/8/2022,4.09,4.26,4.43,4.24,4.41,3.65,4.09,,t,33,33,0,0,2.04
38725745,9/15/2022,city scrape,3324376,8/21/2012,"Los Angeles, CA",f,138,213,t,t,"Nashville, Tennessee, United States",District 19,,36.16397,-86.80106,Entire rental unit,Entire home/apt,6,,1 bath,2,3,$142.00 ,2,1125,1,10,1125,1125,7.7,1125,,t,6,29,59,334,9/15/2022,74,25,1,9/29/2019,8/29/2022,4.2,4.2,4.5,4.72,4.68,3.69,4.24,,t,33,33,0,0,2.05
38728344,9/16/2022,city scrape,103365676,11/11/2016,"Nashville, TN",t,57,57,t,t,"Nashville, Tennessee, United States",District 19,,36.16372,-86.78087,Entire rental unit,Entire home/apt,6,,2 baths,2,3,$368.00 ,1,90,1,1,90,1125,1,1092.2,,t,6,20,44,312,9/16/2022,144,63,4,11/15/2019,9/4/2022,4.7,4.74,4.74,4.81,4.78,4.93,4.5,,t,56,56,0,0,4.17
38729037,9/16/2022,city scrape,103365676,11/11/2016,"Nashville, TN",t,57,57,t,t,"Nashville, Tennessee, United States",District 19,,36.16372,-86.78087,Entire rental unit,Entire home/apt,7,,2 baths,2,4,$412.00 ,1,90,1,1,90,1125,1,1092.2,,t,12,21,49,323,9/16/2022,143,69,5,10/11/2019,9/11/2022,4.65,4.78,4.53,4.83,4.79,4.96,4.62,,t,56,56,0,0,4
38729338,9/16/2022,city scrape,103365676,11/11/2016,"Nashville, TN",t,57,57,t,t,"Nashville, Tennessee, United States",District 19,,36.16372,-86.78087,Entire rental unit,Entire home/apt,7,,2 baths,2,4,$412.00 ,1,90,1,1,90,1125,1,1094.6,,t,11,34,64,338,9/16/2022,133,73,6,10/21/2019,9/9/2022,4.85,4.87,4.72,4.89,4.95,4.98,4.74,,t,56,56,0,0,3.76
38746640,9/16/2022,city scrape,103365676,11/11/2016,"Nashville, TN",t,57,57,t,t,"Nashville, Tennessee, United States",District 19,,36.16372,-86.78087,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$251.00 ,1,90,1,1,90,1125,1,1101.6,,t,6,20,44,317,9/16/2022,197,71,4,10/13/2019,9/12/2022,4.78,4.93,4.74,4.91,4.89,4.96,4.75,,t,56,56,0,0,5.52
38748013,9/15/2022,city scrape,296100213,9/18/2019,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 7,,36.2155,-86.71872,Entire home,Entire home/apt,6,,2 baths,2,3,$204.00 ,2,365,2,3,365,365,2.9,365,,t,13,35,65,330,9/15/2022,56,12,2,10/27/2019,9/8/2022,4.95,4.91,4.96,4.96,5,4.88,4.77,,f,1,1,0,0,1.59
38750648,9/15/2022,city scrape,101426897,10/26/2016,"Nashville, TN",t,193,314,t,t,"Nashville, Tennessee, United States",District 20,,36.15949,-86.88028,Entire home,Entire home/apt,10,,3.5 baths,3,4,$144.00 ,2,365,2,3,365,365,2.7,365,,t,16,31,46,247,9/15/2022,84,32,1,9/29/2019,8/21/2022,4.77,4.82,4.82,4.89,4.94,4.55,4.68,,t,178,178,0,0,2.33
38754490,9/15/2022,city scrape,2442207,5/23/2012,"Nashville, TN",t,25,26,t,t,"Nashville, Tennessee, United States",District 2,,36.1869,-86.8041,Entire home,Entire home/apt,12,,3.5 baths,4,12,$324.00 ,1,28,2,7,1125,1125,2.5,1125,,t,17,38,66,334,9/15/2022,84,27,1,10/29/2019,9/11/2022,4.83,4.88,4.65,4.96,5,4.85,4.77,,t,25,25,0,0,2.39
38772349,9/15/2022,city scrape,162420292,12/12/2017,"Provo, UT",t,1,1,t,f,"Nashville, Tennessee, United States",District 15,,36.15969,-86.67722,Entire home,Entire home/apt,10,,2 baths,3,6,$300.00 ,2,7,2,2,1125,1125,2,1125,,t,15,29,43,297,9/15/2022,59,25,2,9/7/2020,8/28/2022,4.93,4.97,4.9,4.95,4.9,4.9,4.93,,t,1,1,0,0,2.4
38852575,9/15/2022,city scrape,106542464,12/7/2016,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 17,,36.12568,-86.7823,Entire home,Entire home/apt,8,,3 baths,3,3,$350.00 ,3,10,3,3,10,10,3,10,,t,0,0,0,119,9/15/2022,25,24,0,11/19/2019,8/14/2022,4.79,4.96,4.79,4.96,5,5,4.79,,t,1,1,0,0,0.73
38869807,9/15/2022,city scrape,293718433,9/10/2019,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 17,,36.13168,-86.78174,Entire home,Entire home/apt,9,,4 baths,3,4,$287.00 ,2,365,2,2,365,365,2,365,,t,21,37,64,149,9/15/2022,92,43,2,9/29/2019,9/11/2022,4.91,4.97,4.84,4.96,4.96,4.87,4.83,,f,1,1,0,0,2.55
38879076,9/15/2022,city scrape,126174,5/16/2010,"Nashville, TN",f,35,42,t,t,"Nashville, Tennessee, United States",District 5,,36.17421,-86.76336,Entire condo,Entire home/apt,2,,1.5 baths,1,1,$107.00 ,30,365,30,30,365,365,30,365,,t,1,6,36,311,9/15/2022,5,2,0,11/21/2019,7/31/2022,4.6,4.2,4.6,4.6,4.8,5,4.8,,f,33,33,0,0,0.15
38902327,9/15/2022,city scrape,297936066,9/25/2019,"Tennessee, United States",t,2,2,t,t,"Nashville, Tennessee, United States",District 21,,36.15937,-86.80679,Entire condo,Entire home/apt,8,,1 bath,2,4,$278.00 ,2,1125,2,2,1125,1125,2,1125,,t,13,31,57,237,9/15/2022,156,48,3,2/9/2020,9/12/2022,4.88,4.92,4.94,4.96,4.97,4.9,4.88,,f,1,1,0,0,4.93
38904250,9/15/2022,city scrape,171176713,2/1/2018,"Nashville, TN",t,11,11,t,t,"Nashville, Tennessee, United States",District 19,,36.15116,-86.78467,Entire rental unit,Entire home/apt,4,,1.5 baths,1,2,$184.00 ,2,365,1,2,365,365,1.3,365,,t,2,15,42,132,9/15/2022,164,66,6,10/14/2019,9/12/2022,4.84,4.93,4.95,4.95,4.92,4.96,4.77,,f,11,11,0,0,4.61
38922737,9/15/2022,city scrape,30995912,4/11/2015,"Nashville, TN",t,14,17,t,t,"Nashville, Tennessee, United States",District 19,,36.15512466,-86.77056885,Entire loft,Entire home/apt,6,,1 bath,2,4,$296.00 ,3,365,2,3,1125,1125,3,1125,,t,12,29,59,324,9/15/2022,129,45,3,10/7/2019,9/11/2022,4.9,4.89,4.88,4.95,4.97,4.93,4.88,,t,12,12,0,0,3.6
38961419,9/15/2022,city scrape,298467095,9/27/2019,,t,1,3,f,f,,District 28,,36.06956,-86.65995,Entire home,Entire home/apt,8,,2 baths,4,6,$136.00 ,30,180,30,30,1125,1125,30,1125,,t,0,0,25,300,9/15/2022,56,2,0,10/20/2019,8/6/2022,4.96,4.89,4.93,4.96,4.95,4.73,4.91,,t,1,1,0,0,1.58
38973471,9/15/2022,previous scrape,80290403,6/27/2016,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 5,,36.19573,-86.77068,Entire home,Entire home/apt,8,,2 baths,2,3,$103.00 ,1,1125,1,1,1125,1125,1,1125,,t,0,0,0,0,9/15/2022,122,0,0,1/19/2020,5/22/2021,4.87,4.93,4.82,4.99,4.98,4.75,4.82,,t,1,1,0,0,3.77
38977488,9/15/2022,city scrape,298609786,9/28/2019,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 6,,36.18302,-86.71684,Entire home,Entire home/apt,6,,1 bath,4,6,$193.00 ,1,1125,1,2,1125,1125,1.3,1125,,t,1,1,6,208,9/15/2022,131,47,1,10/6/2019,8/27/2022,4.95,4.9,4.95,4.97,4.95,4.93,4.92,,t,1,1,0,0,3.65
38979509,9/16/2022,city scrape,7894194,8/2/2013,"Nashville, TN",f,15,17,t,t,"Nashville, Tennessee, United States",District 21,,36.15097,-86.80421,Entire rental unit,Entire home/apt,3,,1 bath,,1,$90.00 ,1,30,1,1,1125,1125,1,1125,,t,10,27,57,129,9/16/2022,182,89,1,10/17/2019,8/26/2022,4.49,4.65,4.61,4.88,4.76,4.75,4.62,,t,15,15,0,0,5.12
38979679,9/16/2022,city scrape,7894194,8/2/2013,"Nashville, TN",f,15,17,t,t,"Nashville, Tennessee, United States",District 21,,36.15097,-86.80421,Entire rental unit,Entire home/apt,3,,1 bath,,1,$88.00 ,1,30,1,1,1125,1125,1,1125,,t,10,23,53,129,9/16/2022,227,103,6,10/9/2019,9/7/2022,4.68,4.75,4.78,4.96,4.84,4.77,4.68,,t,15,15,0,0,6.34
38979816,9/15/2022,city scrape,7894194,8/2/2013,"Nashville, TN",f,15,17,t,t,"Nashville, Tennessee, United States",District 21,,36.15097,-86.80421,Entire rental unit,Entire home/apt,3,,1 bath,1,1,$90.00 ,1,30,1,1,1125,1125,1,1125,,t,8,21,45,117,9/15/2022,278,123,7,10/9/2019,9/12/2022,4.64,4.78,4.76,4.92,4.86,4.74,4.68,,t,15,15,0,0,7.77
38979853,9/15/2022,city scrape,7894194,8/2/2013,"Nashville, TN",f,15,17,t,t,"Nashville, Tennessee, United States",District 21,,36.15097,-86.80421,Entire rental unit,Entire home/apt,3,,1 bath,,1,$89.00 ,1,30,1,1,1125,1125,1,1125,,t,4,9,26,99,9/15/2022,248,117,5,10/7/2019,8/31/2022,4.68,4.73,4.76,4.92,4.86,4.76,4.64,,t,15,15,0,0,6.92
38979901,9/16/2022,city scrape,7894194,8/2/2013,"Nashville, TN",f,15,17,t,t,"Nashville, Tennessee, United States",District 21,,36.15097,-86.80421,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$93.00 ,1,30,1,1,1125,1125,1,1125,,t,7,32,62,138,9/16/2022,192,90,4,10/11/2019,8/29/2022,4.54,4.6,4.66,4.94,4.83,4.8,4.48,,t,15,15,0,0,5.37
38980983,9/15/2022,city scrape,7894194,8/2/2013,"Nashville, TN",f,15,17,t,t,"Nashville, Tennessee, United States",District 21,,36.1498,-86.8051,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$94.00 ,1,30,1,1,1125,1125,1,1125,,t,12,33,63,134,9/15/2022,222,104,5,10/6/2019,9/12/2022,4.64,4.68,4.73,4.87,4.8,4.78,4.66,,t,15,15,0,0,6.19
38981066,9/16/2022,city scrape,7894194,8/2/2013,"Nashville, TN",f,15,17,t,t,"Nashville, Tennessee, United States",District 21,,36.14979,-86.80491,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$90.00 ,1,30,1,1,1125,1125,1,1125,,t,8,27,57,133,9/16/2022,185,98,4,10/13/2019,8/30/2022,4.58,4.69,4.74,4.92,4.81,4.73,4.58,,t,15,15,0,0,5.19
38981151,9/16/2022,city scrape,7894194,8/2/2013,"Nashville, TN",f,15,17,t,t,"Nashville, Tennessee, United States",District 21,,36.15097,-86.80421,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$93.00 ,1,30,1,1,1125,1125,1,1125,,t,10,32,62,138,9/16/2022,199,91,2,10/6/2019,8/26/2022,4.66,4.78,4.7,4.96,4.89,4.77,4.66,,t,15,15,0,0,5.54
38982576,9/15/2022,city scrape,88959664,8/9/2016,"Nashville, TN",t,42,59,t,t,"Nashville, Tennessee, United States",District 2,,36.1955,-86.77695,Entire townhouse,Entire home/apt,10,,2.5 baths,3,7,$196.00 ,2,180,2,3,180,180,2.7,180,,t,14,29,55,116,9/15/2022,153,48,4,10/6/2019,9/12/2022,4.85,4.87,4.75,4.95,4.97,4.62,4.8,,t,41,40,1,0,4.27
